Podcast ID,Podcast Title,Bitly Link,Total Clicks,2024-11-25,2024-11-26,2024-11-27,2024-11-28,2024-11-29
d71da811ddda4c18bd4ca3942595f7d3,Planted with Sara Payan on Radio Misfits,https://whr.tn/4hV38cJ,0,0,0,0,0,0
bb570f0c81994fa2a41f9a6d161d7450,The Mind Tools L&D Podcast,https://whr.tn/3OjyqMY,0,0,0,0,0,0
7d2ae26621254a768723016e033b4202,The Naked Pravda,https://whr.tn/3OkoLp6,0,0,0,0,0,0
8aa16ed8f85445009c0fa427f44943bf,Digital Trailblazer Podcast,https://whr.tn/3ODmMwB,0,0,0,0,0,0
8cd537f742654051b216d593e49eeb0b,Resilient AF3,https://whr.tn/3YZzZEp,0,0,0,0,0,0
db84942164ec4666bfc527e766837e73,"Wild + (finally fcking) Free: Real, Raw Stories of Metamorphosis, Growth and Evolution",https://whr.tn/3AZCqij,0,0,0,0,0,0
31cf43f2e9c84930bde4dac60728d34e,The Rich Roll Podcast,https://whr.tn/3Ojnlve,0,0,0,0,0,0
273cb622ad064d99b2a11778ea4580d6,It's Scary To Remarry ,https://whr.tn/3Z0FCCw,0,0,0,0,0,0
181262df863f4bc79aa0c38e6f94ce37,Moped Outlaws,https://whr.tn/3OhbJZx,0,0,0,0,0,0
c9d8a35267634d13b6b73808bc3f38be,The 10Adventures Podcast,https://whr.tn/4hZjVvi,0,0,0,0,0,0
ffaae296bfff4e628a3e412a6b09c973,Startups in Stilettos,https://whr.tn/4hWohmQ,0,0,0,0,0,0
6e60fe4f0893445b8f3748fe93c824e9,Building Biotechs,https://whr.tn/3CCF0eO,0,0,0,0,0,0
11c8f62ca5864509ac790e231eca4462,Everything and Anything...and a bit gay Podcast,https://whr.tn/3OlxtDL,2,1,1,0,0,0
a3cb4a80f0084dd5afef73263059e7f5,Wrestling Mayhem Show,https://whr.tn/3AQEgCa,0,0,0,0,0,0
78d2a7781e794210973d48e8ff178040,The Richer Geek,https://whr.tn/3B2Hwud,0,0,0,0,0,0
44a99d0ef6414a3586cb8a6aa9a7c7bc,Sweat Elite Podcast,https://whr.tn/4hZefRL,0,0,0,0,0,0
8929436d86cc452b881f66bb97da9770,Training Unleashed,https://whr.tn/3OkoMcE,0,0,0,0,0,0
1e46be03d19a4d5d81f516b4801821aa,Being an Engineer,https://whr.tn/3OpljcN,0,0,0,0,0,0
06ab3bba304a4cc280b6422624f95f17,The Pro America Report with Ed Martin Podcast,https://whr.tn/4hV390h,0,0,0,0,0,0
9c976b860b3b4583920083b9b640e178,ICTPODCAST,https://whr.tn/3OilKG4,0,0,0,0,0,0
650aca81c80b4fe4a49752a4c2698796,Grow My Salon Business Podcast,https://whr.tn/3OilLtC,2,0,2,0,0,0
ea66e5db5f4a49e2a55ea3d43ab5d800,Your Hope-Filled Perspective with Dr. Michelle Bengtson podcast,https://whr.tn/3OilMOc,0,0,0,0,0,0
3e9c9793fa5d497fbe087f6718aaea00,Trish and Rob MacGregor's The Mystical Underground,https://whr.tn/3Ofzz8d,0,0,0,0,0,0
044f1d92a3314ed9bb9d55870f555927,If These Balls Could Talk,https://whr.tn/3Opljtj,0,0,0,0,0,0
9cc685e9080e428cb2211110851b567e,Drinkin‘ Bros Podcast,https://whr.tn/3AQE8Tc,0,0,0,0,0,0
e1f891b8e12a4fc1ac5c6491201ef54c,Random Musings From The Clinical Trials Guru,https://whr.tn/3Z181sd,0,0,0,0,0,0
30692e18effc49a3a8914ce95623018a,Judging Meghan,https://whr.tn/3Oid2aJ,0,0,0,0,0,0
ea87c9a584d449dca89448dee4c28091,eTown,https://whr.tn/3Oid4iR,0,0,0,0,0,0
cf739fdc7132407da112f07ebde68fe7,District 3 Podcast,https://whr.tn/3Ok6Zma,0,0,0,0,0,0
ce26262064034fc4870d654865090163,Ever Forward Radio with Chase Chewning,https://whr.tn/3OfPXFJ,0,0,0,0,0,0
28e98795e7794bfbb2951039ecb04051,Gratitude Geek,https://whr.tn/40Xgnn9,1,1,0,0,0,0
766eb22b9588464a8d03c6ff035e6085,Juan on Juan,https://whr.tn/40SFZBH,0,0,0,0,0,0
0aef92aef661431793272ff885593a9d,Shipping Forum Podcast,https://whr.tn/3OjysEA,0,0,0,0,0,0
825548d27fc84d6cb9342f5014a8b50e,"What Next: TBD | Tech, power, and the future",https://whr.tn/3Okxbgm,0,0,0,0,0,0
ce6742f033e3424eb19677389ba8baf4,The Wild Chaos Podcast,https://whr.tn/4hUsYxt,0,0,0,0,0,0
26c4c224d76c45ab8ffabdd0ea9edd7c,Becoming Savage: the podcast,https://whr.tn/3Ok709I,0,0,0,0,0,0
4e7d92ff3e5b4d18aa5376e2bf639682,Art of Procurement,https://whr.tn/3OhbM7F,1,1,0,0,0,0
4a700ff1c91848d28d788458e4bd261f,The Jeff Fenster Show,https://whr.tn/3OfzJMR,0,0,0,0,0,0
cf14699ee32e42d39816221ce2dde4d4,DataFramed,https://whr.tn/40Qhp4m,0,0,0,0,0,0
4e71b8aa6858480fbca9861c9e8be7a9,The OTA Podcast,https://whr.tn/4hQMpHD,0,0,0,0,0,0
6d708680a01f4f4d8c3ef1e3d5cda00f,Dogman Encounters Radio,https://whr.tn/3OeMQhg,0,0,0,0,0,0
0a5e4fe6b7dc4ab781ef52453fc92912,Organic Healthy Lifestyle,https://whr.tn/4i0ZeiG,0,0,0,0,0,0
874bff5140c74257aebfaa2ddcd06e7b,Wedding MBA Podcast,https://whr.tn/4i0uX3e,0,0,0,0,0,0
6868343b366d4d72b242bf3515a64bf9,New Thinking for a New World - a Tallberg Foundation Podcast,https://whr.tn/3OkxbNo,0,0,0,0,0,0
6bd9a1282c8f455ab96551f5c999c96d,The Faqs Project,https://whr.tn/40SG2NT,0,0,0,0,0,0
8659afb8876b416cbd7f08439b279c72,The Sporkful,https://whr.tn/4hWoiXW,2,1,1,0,0,0
b5e15a07e9004e7a82bae182536c67ef,The News Agents - USA,https://whr.tn/3OiFx88,0,0,0,0,0,0
7e4e6ae7ece54ed185a073c6dbb09e9a,The Quarterback DadCast,https://whr.tn/3ODmPsh,0,0,0,0,0,0
a5aeea5c5ab849e8b70fd9a097accea3,The MOVEMENT Movement,https://whr.tn/3OjIC7U,0,0,0,0,0,0
bef445bb27cb4c57abb7fcd9bd20e609,Cajun Catholics,https://whr.tn/40TkNv9,0,0,0,0,0,0
dbd7a2cf445940b69918a22f8340e3ee,"""But Jesus Drank Wine"" & Other Stories That Kept Us Stuck",https://whr.tn/3OjIG7E,0,0,0,0,0,0
b7f6c55a78a74581b478f88f1c8e6ae4,The Wealth Without Wall Street Podcast,https://whr.tn/41foVWP,0,0,0,0,0,0
6d06bda6fb364744a0f5b3166e81846b,The Week with Roger,https://whr.tn/40RLyQP,0,0,0,0,0,0
1447a888aed94c0390a65263fc253ada,NHL on ESPN,https://whr.tn/3OeMR4O,1,1,0,0,0,0
bba21aa5922140f9ba44b16e16b1a7dd,MARGARET ROACH A WAY TO GARDEN,https://whr.tn/3Ohw29i,0,0,0,0,0,0
aaa93e2074114884b4f822038539bd10,Locked On Canadiens - Daily Podcast on the Montreal Canadiens,https://whr.tn/40QEROV,0,0,0,0,0,0
69009046c1a04759bedbae4f0f28d8d7,SuperPsyched with Dr. Adam Dorsay,https://whr.tn/3ODmGFf,0,0,0,0,0,0
58362995278f4ef093c544548c8138f4,Jim's Podcast,https://whr.tn/4i0uXQM,0,0,0,0,0,0
1663b14229a3467e97090eb072c01c8f,Leveraging Leadership,https://whr.tn/3Oguz2S,0,0,0,0,0,0
6f43727515a94186bc241bd312b0371e,The DIGA Podcast,https://whr.tn/4hZ3jDN,0,0,0,0,0,0
2b52faed47c14757a0e677c127cce9ab,Making A Runner,https://whr.tn/3OiFxFa,0,0,0,0,0,0
91d21385e6f04fd8bcaf1aea77d9be79,The Rich Redmond Show,https://whr.tn/4ice2uX,0,0,0,0,0,0
0625e145874f4989adb4fa9d4c600e58,Grief 2 Growth,https://whr.tn/40QESSZ,1,0,1,0,0,0
333a98a62f2c455bad5fe07d6f898267,Landscape Photography World,https://whr.tn/4hQMr2d,2,0,2,0,0,0
d9de829dd348417eb92e2c3eb5ed1c6d,Podcast de Itnig: Historias de startups,https://whr.tn/4i1FrQ7,0,0,0,0,0,0
5595c9c16fca4c1fa4fc4a07eb194b3d,Life in the Front Office Podcast Presented By Suja Organic,https://whr.tn/40Wp6pz,0,0,0,0,0,0
0bad601be32d410ba55669d247eefae4,Houston We Have a Podcast,https://whr.tn/4hUt6gr,0,0,0,0,0,0
5fdab8917c834436b022a72f38fef0c5,NL Hafta,https://whr.tn/4hV3b8p,0,0,0,0,0,0
8f862f07191d4cec94c1ec2c80da6264,Venture Everywhere,https://whr.tn/3OjISUq,0,0,0,0,0,0
fc20b23f9d554cf5aaa67e196e1d2380,The Sales Hunter Podcast,https://whr.tn/3OkoPoQ,0,0,0,0,0,0
6c0621f3ad6047dabefdbce193fe5aff,Emotionally Unavailable,https://whr.tn/3Oj6qZz,1,1,0,0,0,0
4543e6f83c9e433dbd78cbfe663e4107,Dimensions of Diversity,https://whr.tn/3Oid7v3,0,0,0,0,0,0
b867b5f0f6334b0fa42f0c5c45f5429b,Infamous,https://whr.tn/4hZthY0,1,1,0,0,0,0
d32a366b7036430093c6cb13103c7b86,Troy Gramling Podcast,https://whr.tn/40W6C8J,0,0,0,0,0,0
c54ddde1a23e4df1a6582e277b2c6ede,An Immigrant’s Life,https://whr.tn/3Ohwbtm,0,0,0,0,0,0
c89c5d3faea643ff82762952ab6b0538,BEING SHARON GIBSON,https://whr.tn/3AG5c7N,1,1,0,0,0,0
daf9d3bc75c344a3a6d221b84fd6237d,Distance To Empty,https://whr.tn/3OgUgjR,0,0,0,0,0,0
71da67cfa5a349aa8f7baf3ea75d64b9,Half Size Me,https://whr.tn/3Oplncx,0,0,0,0,0,0
25377b7eb3c04c15a4ec9008bd0a4c13,Stripping Off with Matt Haycox,https://whr.tn/40VnQmA,0,0,0,0,0,0
ad0346b56a6043eda918d2655837c761,The Just Checking In Podcast,https://whr.tn/3ATYFWZ,0,0,0,0,0,0
3bc67f2b0a4043029902f49b9053f0c9,TheMilVet Podcast,https://whr.tn/40VnQD6,1,1,0,0,0,0
56db60ab4d0348de944c4c5396a3c97f,Beyond The Technique Podcast,https://whr.tn/3CCF3au,0,0,0,0,0,0
7fa9bb3b2146470db72f049662461c27,My First Dungeon,https://whr.tn/40W1UIf,0,0,0,0,0,0
0dd73ccefb954e769fd4996b339f7f44,Finding Mastery with Dr. Michael Gervais,https://whr.tn/4i0Ux8f,0,0,0,0,0,0
e90994f348994cada0e7021588815734,Forging The Future with Chris Howard,https://whr.tn/3OfzCAV,2,2,0,0,0,0
dd27009e122044e8be4811dd63e08910,The Quality Hub,https://whr.tn/3OiuzQ3,1,1,0,0,0,0
eed4f040cbd04ac2ae7ee068dcad2521,"The Pediatric Lounge, Where Pediatric Physicians Come to Share Their Stories and Success",https://whr.tn/40YsKzg,0,0,0,0,0,0
0dbf8fb724784a7f87157aa1b39d3a19,4:13 Podcast with Jennifer Rothschild,https://whr.tn/4hZ3kYn,0,0,0,0,0,0
08f57953fea949e0933be558267255e2,Carnivore Coaches Corner,https://whr.tn/3OiFyZK,0,0,0,0,0,0
a920cabca2ce4d3d81d984d005bfaaf8,Ruby Rogues,https://whr.tn/40UU4hM,0,0,0,0,0,0
084f239320684fdd9a9402aec81b790a,Adventure Sports Podcast,https://whr.tn/4hXZTkz,0,0,0,0,0,0
d298626c575548e5a23e4831cc7c6845,AI For Pharma Growth,https://whr.tn/3ATYye1,0,0,0,0,0,0
406cb052f3ff4eaa893af33ab38bf2d3,Veteran's Minimum,https://whr.tn/4fBrypU,0,0,0,0,0,0
81548d8063ef422ea005890f7340b799,Learning Unboxed,https://whr.tn/4eAKdkp,0,0,0,0,0,0
a0c4026c501942e7ac4b46e18c9027ca,Born Free Method: The Podcast,https://whr.tn/4eHWO5v,0,0,0,0,0,0
7282ce2ab700430f9abe9259cb2eb9ce,Northwest Florida Fishing Report,https://whr.tn/4eCvB45,0,0,0,0,0,0
c0fed504eb8b47a4b9bbe120a7713c2e,Raising Private Money with Jay Conner,https://whr.tn/40UwzWc,0,0,0,0,0,0
70b434d0a8cd4573a9261044b661f703,JOSPT Insights,https://whr.tn/4fAFAIA,0,0,0,0,0,0
2e99428b17e54297affb2b76e5e3fad2,Heartbeat For Hire with Lyndsay Dowd,https://whr.tn/4eD1lpN,2,2,0,0,0,0
cf92ee9e20874ee2969e7096023c3c4f,Super Pulp Science,https://whr.tn/4fxYAHN,0,0,0,0,0,0
d0ad55c3d7cc4f669695d468e6a53441,Inside the Minds of Authors,https://whr.tn/4fQO26N,1,0,1,0,0,0
5d38fc38cbf343fdbe11a504ba57b8e0,Political Theater,https://whr.tn/40QF5Wh,0,0,0,0,0,0
23e0c15af5fe49ceb81effcf2d01e5a5,Living Off Rentals,https://whr.tn/4eDMyey,0,0,0,0,0,0
8e64aa5754504edebd829a0d0a53d522,Long Shot Leaders with Michael Stein,https://whr.tn/4fAl6Q3,0,0,0,0,0,0
d7f4271513d84b5eab74db663b477876,Windowsill Chats,https://whr.tn/4eDTBUG,0,0,0,0,0,0
9370cad7843845f9b150dba7fd0f2b68,Fixing Famous People with Chris DeRosa & Dominick Pupa,https://whr.tn/4fBpzSL,0,0,0,0,0,0
c1c03c744f0d492caee4e93dda66dd6b,Banking on Digital Growth,https://whr.tn/40W26Ht,0,0,0,0,0,0
40a95ae6f69a4705bd85c2b489fe3726,The Blind Ambition with Jack Kelly,https://whr.tn/4eDVwZ5,0,0,0,0,0,0
e1307172c5684121aa0458c7ed7ada8f,Resilient by Design with Rebecca Hay,https://whr.tn/4eGH2bd,0,0,0,0,0,0
710abbabd1294cd2bd2cc739c1758396,The Gnar Stool Podcast,https://whr.tn/4fAYBdY,0,0,0,0,0,0
d39f8fdf95a24ac0b92aa141d8e69d8e,Lose Weight for The Last Time with Laura Conley,https://whr.tn/3ADMei8,0,0,0,0,0,0
4542a3b0690440b79267bc6e37a95efe,0xResearch,https://whr.tn/4eVwZ29,0,0,0,0,0,0
7936f0d27591441fbc3a5ad330083560,The Evolution of Horror,https://whr.tn/4eVx1Hj,0,0,0,0,0,0
cbe377c164d14535b0005f55c602877d,Smart Business Revolution | Turn Relationships into Revenues | Networking | More Clients | Relationship Advice,https://whr.tn/4eEseJW,0,0,0,0,0,0
ac25ecd3c26b4996986d5164eabcc5dc,Behind the Blue,https://whr.tn/4eAfFPW,0,0,0,0,0,0
f048dba7fc1d48d4ac5c13f4f02222c0,Zero Ambitions Podcast,https://whr.tn/40XGOcu,1,1,0,0,0,0
